empfindl. Ökosystem;Überschreitung Critical Load;Anteil an Ökosystem-Gesamtfläche
Flachmoore;17.52841;0.744460856720827
Flachmoore;17.536854;0.74519940915805
Hochmoore;17.570374;0.473282442748092
Hochmoore;17.595133;0.477099236641221
Wald;17.599716;0.88272921108742
Wald;17.615395;0.884861407249467
Flachmoore;17.615562;0.745937961595273
Flachmoore;17.668137;0.746676514032496
Flachmoore;17.670126;0.747415066469719
Wald;17.675158;0.886993603411514
Flachmoore;17.683071;0.748153618906942
Hochmoore;17.686632;0.480916030534351
Flachmoore;17.691208;0.748892171344165
Flachmoore;17.698595;0.749630723781389
Flachmoore;17.699627;0.750369276218611
Flachmoore;17.728151;0.751107828655835
Hochmoore;17.728178;0.484732824427481
Flachmoore;17.729626;0.751846381093058
Wald;17.748943;0.889125799573561
Wald;17.754398;0.891257995735608
Flachmoore;17.756636;0.752584933530281
Flachmoore;17.780573;0.753323485967504
Wald;17.812147;0.893390191897655
Flachmoore;17.843117;0.754062038404727
Flachmoore;17.85238;0.75480059084195
Flachmoore;17.8555;0.755539143279173
Flachmoore;17.886772;0.756277695716396
Flachmoore;17.898546;0.757016248153619
Hochmoore;17.900454;0.488549618320611
Flachmoore;17.903887;0.757754800590842
Hochmoore;17.91509;0.49236641221374
Flachmoore;17.920126;0.758493353028065
Wald;17.920544;0.895522388059702
Hochmoore;17.932846;0.49618320610687
Flachmoore;17.938272;0.759231905465288
Flachmoore;17.952942;0.759970457902511
Hochmoore;17.962034;0.5
Hochmoore;17.970076;0.50381679389313
Wald;17.985123;0.897654584221748
Flachmoore;18.02229;0.760709010339734
Flachmoore;18.036343;0.761447562776957
Hochmoore;18.054155;0.50763358778626
Hochmoore;18.055283;0.511450381679389
Flachmoore;18.05604;0.76218611521418
Flachmoore;18.077318;0.762924667651403
Hochmoore;18.079079;0.515267175572519
Flachmoore;18.105022;0.763663220088626
Hochmoore;18.10601;0.519083969465649
Flachmoore;18.150936;0.764401772525849
Wald;18.155754;0.899786780383795
Hochmoore;18.168415;0.522900763358779
Flachmoore;18.181202;0.765140324963072
Hochmoore;18.194304;0.526717557251908
Flachmoore;18.195427;0.765878877400295
Flachmoore;18.218964;0.766617429837518
Flachmoore;18.230753;0.767355982274742
Flachmoore;18.243652;0.768094534711965
Hochmoore;18.243946;0.530534351145038
Flachmoore;18.268862;0.768833087149188
Flachmoore;18.28189;0.769571639586411
Flachmoore;18.282793;0.770310192023634
Wald;18.285103;0.901918976545842
Wald;18.286528;0.904051172707889
Hochmoore;18.286627;0.534351145038168
Hochmoore;18.290182;0.538167938931298
Flachmoore;18.290916;0.771048744460857
Hochmoore;18.295805;0.541984732824427
Hochmoore;18.30096;0.545801526717557
Flachmoore;18.30205;0.77178729689808
Flachmoore;18.314781;0.772525849335303
Flachmoore;18.325514;0.773264401772526
Flachmoore;18.326944;0.774002954209749
Hochmoore;18.329523;0.549618320610687
Flachmoore;18.335724;0.774741506646972
Wald;18.338997;0.906183368869936
Flachmoore;18.357964;0.775480059084195
Flachmoore;18.385569;0.776218611521418
Flachmoore;18.39345;0.776957163958641
Flachmoore;18.395622;0.777695716395864
Flachmoore;18.397062;0.778434268833087
Wald;18.433338;0.908315565031983
Flachmoore;18.445843;0.77917282127031
Flachmoore;18.453804;0.779911373707533
Wald;18.45472;0.91044776119403
Flachmoore;18.45966;0.780649926144756
Hochmoore;18.461267;0.553435114503817
Hochmoore;18.469969;0.557251908396947
Flachmoore;18.474192;0.781388478581979
Wald;18.477757;0.912579957356077
Flachmoore;18.486223;0.782127031019202
Flachmoore;18.533108;0.782865583456425
Wald;18.53674;0.914712153518124
Flachmoore;18.538076;0.783604135893648
Flachmoore;18.561241;0.784342688330872
Wald;18.643656;0.916844349680171
Hochmoore;18.650805;0.561068702290076
Flachmoore;18.677414;0.785081240768094
Hochmoore;18.680168;0.564885496183206
Flachmoore;18.681513;0.785819793205318
Hochmoore;18.682314;0.568702290076336
Hochmoore;18.691927;0.572519083969466
Flachmoore;18.704378;0.786558345642541
Hochmoore;18.720798;0.576335877862595
Flachmoore;18.746403;0.787296898079764
Flachmoore;18.752735;0.788035450516987
Flachmoore;18.765148;0.78877400295421
Hochmoore;18.767492;0.580152671755725
Flachmoore;18.771685;0.789512555391433
Flachmoore;18.773859;0.790251107828656
Flachmoore;18.778908;0.790989660265879
Hochmoore;18.781828;0.583969465648855
Flachmoore;18.78557;0.791728212703102
Flachmoore;18.801167;0.792466765140325
Hochmoore;18.823538;0.587786259541985
Flachmoore;18.843344;0.793205317577548
Flachmoore;18.854021;0.793943870014771
Flachmoore;18.881853;0.794682422451994
Hochmoore;18.886967;0.591603053435115
Hochmoore;18.89004;0.595419847328244
Flachmoore;18.902124;0.795420974889217
Wald;18.915562;0.918976545842217
Hochmoore;18.916044;0.599236641221374
Hochmoore;18.91733;0.603053435114504
Hochmoore;18.920862;0.606870229007634
Flachmoore;18.921694;0.79615952732644
Flachmoore;18.928679;0.796898079763663
Flachmoore;18.93881;0.797636632200886
Hochmoore;18.939962;0.610687022900763
Flachmoore;18.971062;0.798375184638109
Hochmoore;18.972122;0.614503816793893
Flachmoore;18.985804;0.799113737075332
Wald;18.992773;0.921108742004264
Flachmoore;19.000704;0.799852289512555
Wald;19.002922;0.923240938166311
Flachmoore;19.004602;0.800590841949778
Wald;19.017109;0.925373134328358
Flachmoore;19.020674;0.801329394387001
Flachmoore;19.02206;0.802067946824225
Flachmoore;19.052591;0.802806499261448
Flachmoore;19.056133;0.803545051698671
Flachmoore;19.06803;0.804283604135894
Hochmoore;19.06808;0.618320610687023
Flachmoore;19.075727;0.805022156573117
Hochmoore;19.080101;0.622137404580153
Hochmoore;19.093628;0.625954198473282
Flachmoore;19.104721;0.80576070901034
Hochmoore;19.129726;0.629770992366412
Flachmoore;19.133165;0.806499261447563
Hochmoore;19.140997;0.633587786259542
Flachmoore;19.151823;0.807237813884786
Hochmoore;19.165094;0.637404580152672
Flachmoore;19.180466;0.807976366322009
Hochmoore;19.197487;0.641221374045801
Flachmoore;19.21845;0.808714918759232
Flachmoore;19.222546;0.809453471196455
Hochmoore;19.231918;0.645038167938931
Flachmoore;19.234833;0.810192023633678
Hochmoore;19.258093;0.648854961832061
Hochmoore;19.292864;0.652671755725191
Hochmoore;19.294592;0.656488549618321
Hochmoore;19.297369;0.66030534351145
Flachmoore;19.316242;0.810930576070901
Flachmoore;19.322851;0.811669128508124
Flachmoore;19.326242;0.812407680945347
Flachmoore;19.33923;0.81314623338257
Flachmoore;19.351397;0.813884785819793
Hochmoore;19.374454;0.66412213740458
Hochmoore;19.378746;0.66793893129771
Hochmoore;19.387522;0.67175572519084
Flachmoore;19.394436;0.814623338257016
Flachmoore;19.408195;0.815361890694239
Flachmoore;19.424667;0.816100443131462
Flachmoore;19.433947;0.816838995568685
Flachmoore;19.452564;0.817577548005908
Flachmoore;19.461002;0.818316100443131
Hochmoore;19.473104;0.675572519083969
Hochmoore;19.5111;0.679389312977099
Flachmoore;19.52407;0.819054652880355
Hochmoore;19.527298;0.683206106870229
Flachmoore;19.532707;0.819793205317578
Wald;19.534988;0.927505330490405
Flachmoore;19.545673;0.820531757754801
Hochmoore;19.552206;0.687022900763359
Flachmoore;19.593874;0.821270310192024
Flachmoore;19.601578;0.822008862629247
Flachmoore;19.61855;0.82274741506647
Flachmoore;19.620249;0.823485967503693
Flachmoore;19.6232;0.824224519940916
Flachmoore;19.63807;0.824963072378139
Flachmoore;19.639112;0.825701624815362
Flachmoore;19.661566;0.826440177252585
Hochmoore;19.6652;0.690839694656489
Hochmoore;19.668764;0.694656488549618
Flachmoore;19.671192;0.827178729689808
Hochmoore;19.70021;0.698473282442748
Flachmoore;19.706196;0.827917282127031
Hochmoore;19.72719;0.702290076335878
Hochmoore;19.733082;0.706106870229008
Flachmoore;19.739672;0.828655834564254
Hochmoore;19.748882;0.709923664122137
Hochmoore;19.762304;0.713740458015267
Flachmoore;19.76898;0.829394387001477
Wald;19.772617;0.929637526652452
Hochmoore;19.799261;0.717557251908397
Flachmoore;19.803377;0.8301329394387
Flachmoore;19.807295;0.830871491875923
Hochmoore;19.812746;0.721374045801527
Flachmoore;19.819824;0.831610044313146
Hochmoore;19.84351;0.725190839694656
Flachmoore;19.857689;0.832348596750369
Flachmoore;19.858133;0.833087149187592
Flachmoore;19.862558;0.833825701624815
Hochmoore;19.865067;0.729007633587786
Wald;19.86641;0.931769722814499
Hochmoore;19.874397;0.732824427480916
Flachmoore;19.87754;0.834564254062038
Hochmoore;19.8869;0.736641221374046
Flachmoore;19.898548;0.835302806499261
Flachmoore;19.903553;0.836041358936484
Flachmoore;19.92163;0.836779911373708
Hochmoore;19.922539;0.740458015267176
Hochmoore;19.937675;0.744274809160305
Flachmoore;19.940998;0.837518463810931
Flachmoore;19.968462;0.838257016248154
Flachmoore;19.970112;0.838995568685377
Wald;19.98133;0.933901918976546
Flachmoore;19.98778;0.8397341211226
Flachmoore;19.989288;0.840472673559823
Wald;20.000784;0.936034115138593
Flachmoore;20.009796;0.841211225997046
Flachmoore;20.013351;0.841949778434269
Flachmoore;20.021582;0.842688330871492
Hochmoore;20.049395;0.748091603053435
Hochmoore;20.053951;0.751908396946565
Hochmoore;20.068375;0.755725190839695
Flachmoore;20.074287;0.843426883308715
Flachmoore;20.075651;0.844165435745938
Flachmoore;20.094069;0.844903988183161
Flachmoore;20.098198;0.845642540620384
Flachmoore;20.14247;0.846381093057607
Flachmoore;20.157898;0.84711964549483
Flachmoore;20.164618;0.847858197932053
Flachmoore;20.165447;0.848596750369276
Flachmoore;20.179;0.849335302806499
Hochmoore;20.18158;0.759541984732824
Flachmoore;20.183891;0.850073855243722
Flachmoore;20.201818;0.850812407680945
Flachmoore;20.214619;0.851550960118168
Flachmoore;20.264471;0.852289512555391
Hochmoore;20.265675;0.763358778625954
Flachmoore;20.2661;0.853028064992615
Flachmoore;20.274097;0.853766617429838
Flachmoore;20.276049;0.854505169867061
Hochmoore;20.28454;0.767175572519084
Hochmoore;20.286304;0.770992366412214
Hochmoore;20.30947;0.774809160305344
Hochmoore;20.310413;0.778625954198473
Flachmoore;20.314148;0.855243722304284
Flachmoore;20.331238;0.855982274741507
Hochmoore;20.396622;0.782442748091603
Flachmoore;20.41777;0.85672082717873
Hochmoore;20.420227;0.786259541984733
Hochmoore;20.439436;0.790076335877863
Flachmoore;20.463514;0.857459379615953
Hochmoore;20.510065;0.793893129770992
Flachmoore;20.514263;0.858197932053176
Hochmoore;20.52841;0.797709923664122
Flachmoore;20.54875;0.858936484490399
Wald;20.590322;0.93816631130064
Flachmoore;20.601933;0.859675036927622
Flachmoore;20.60906;0.860413589364845
Hochmoore;20.614046;0.801526717557252
Hochmoore;20.702984;0.805343511450382
Flachmoore;20.722633;0.861152141802068
Flachmoore;20.730103;0.861890694239291
Flachmoore;20.731384;0.862629246676514
Flachmoore;20.734049;0.863367799113737
Flachmoore;20.740807;0.86410635155096
Flachmoore;20.747438;0.864844903988183
Flachmoore;20.749214;0.865583456425406
Hochmoore;20.756636;0.809160305343511
Flachmoore;20.760355;0.866322008862629
Flachmoore;20.761944;0.867060561299852
Hochmoore;20.781033;0.812977099236641
Flachmoore;20.8012;0.867799113737075
Flachmoore;20.812466;0.868537666174298
Flachmoore;20.832813;0.869276218611521
Flachmoore;20.836355;0.870014771048744
Flachmoore;20.869305;0.870753323485967
Flachmoore;20.901787;0.871491875923191
Flachmoore;20.921438;0.872230428360414
Hochmoore;20.927408;0.816793893129771
Hochmoore;20.938272;0.820610687022901
Hochmoore;20.957417;0.824427480916031
Flachmoore;20.962952;0.872968980797637
Hochmoore;20.964542;0.82824427480916
Flachmoore;20.977287;0.87370753323486
Flachmoore;20.983242;0.874446085672083
Hochmoore;21.019667;0.83206106870229
Flachmoore;21.032677;0.875184638109306
Flachmoore;21.039227;0.875923190546529
Flachmoore;21.043137;0.876661742983752
Flachmoore;21.06831;0.877400295420975
Flachmoore;21.07211;0.878138847858198
Flachmoore;21.087078;0.878877400295421
Flachmoore;21.102757;0.879615952732644
Flachmoore;21.120806;0.880354505169867
Flachmoore;21.142511;0.88109305760709
Flachmoore;21.145813;0.881831610044313
Flachmoore;21.15104;0.882570162481536
Flachmoore;21.15555;0.883308714918759
Flachmoore;21.183182;0.884047267355982
Wald;21.185883;0.940298507462687
Hochmoore;21.195427;0.83587786259542
Flachmoore;21.201094;0.884785819793205
Flachmoore;21.202723;0.885524372230428
Flachmoore;21.216757;0.886262924667651
Hochmoore;21.243652;0.83969465648855
Hochmoore;21.251211;0.843511450381679
Hochmoore;21.25293;0.847328244274809
Flachmoore;21.27829;0.887001477104874
Flachmoore;21.30082;0.887740029542098
Flachmoore;21.306973;0.888478581979321
Hochmoore;21.30718;0.851145038167939
Flachmoore;21.308075;0.889217134416544
Flachmoore;21.318703;0.889955686853767
Hochmoore;21.318924;0.854961832061069
Flachmoore;21.341558;0.89069423929099
Flachmoore;21.34995;0.891432791728213
Hochmoore;21.357964;0.858778625954199
Hochmoore;21.371607;0.862595419847328
Flachmoore;21.389673;0.892171344165436
Flachmoore;21.404093;0.892909896602659
Flachmoore;21.43243;0.893648449039882
Flachmoore;21.453314;0.894387001477105
Flachmoore;21.46295;0.895125553914328
Flachmoore;21.46907;0.895864106351551
Flachmoore;21.477377;0.896602658788774
Wald;21.5144;0.942430703624733
Flachmoore;21.524326;0.897341211225997
Flachmoore;21.561033;0.89807976366322
Wald;21.62727;0.94456289978678
Wald;21.63134;0.946695095948827
Hochmoore;21.63187;0.866412213740458
Flachmoore;21.650347;0.898818316100443
Flachmoore;21.674858;0.899556868537666
Flachmoore;21.717493;0.900295420974889
Wald;21.751928;0.948827292110874
Hochmoore;21.754864;0.870229007633588
Hochmoore;21.758142;0.874045801526718
Flachmoore;21.822355;0.901033973412112
Flachmoore;21.824165;0.901772525849335
Hochmoore;21.881853;0.877862595419847
Wald;21.893116;0.950959488272921
Flachmoore;21.90998;0.902511078286558
Flachmoore;21.916515;0.903249630723781
Flachmoore;21.952635;0.903988183161004
Hochmoore;21.965279;0.881679389312977
Flachmoore;21.968767;0.904726735598227
Wald;21.98402;0.953091684434968
Flachmoore;22.046959;0.905465288035451
Flachmoore;22.05656;0.906203840472674
Flachmoore;22.069881;0.906942392909897
Wald;22.08795;0.955223880597015
Flachmoore;22.092644;0.90768094534712
Flachmoore;22.103382;0.908419497784343
Flachmoore;22.132408;0.909158050221566
Flachmoore;22.199097;0.909896602658789
Wald;22.21177;0.957356076759062
Flachmoore;22.238873;0.910635155096012
Flachmoore;22.239445;0.911373707533235
Flachmoore;22.249039;0.912112259970458
Flachmoore;22.277515;0.912850812407681
Hochmoore;22.279854;0.885496183206107
Flachmoore;22.285881;0.913589364844904
Flachmoore;22.307076;0.914327917282127
Flachmoore;22.313465;0.91506646971935
Hochmoore;22.330034;0.889312977099237
Flachmoore;22.38113;0.915805022156573
Flachmoore;22.387493;0.916543574593796
Flachmoore;22.397022;0.917282127031019
Flachmoore;22.418045;0.918020679468242
Flachmoore;22.461067;0.918759231905465
Flachmoore;22.467083;0.919497784342688
Hochmoore;22.479073;0.893129770992366
Wald;22.49636;0.959488272921109
Flachmoore;22.519371;0.920236336779911
Flachmoore;22.569515;0.920974889217134
Flachmoore;22.634987;0.921713441654357
Flachmoore;22.651264;0.922451994091581
Flachmoore;22.655933;0.923190546528804
Flachmoore;22.665577;0.923929098966027
Flachmoore;22.668564;0.92466765140325
Hochmoore;22.708178;0.896946564885496
Flachmoore;22.73558;0.925406203840473
Flachmoore;22.793694;0.926144756277696
Hochmoore;22.90627;0.900763358778626
Flachmoore;22.912666;0.926883308714919
Flachmoore;22.957073;0.927621861152142
Flachmoore;22.98787;0.928360413589365
Flachmoore;23.00589;0.929098966026588
Hochmoore;23.006393;0.904580152671756
Flachmoore;23.060322;0.929837518463811
Flachmoore;23.07698;0.930576070901034
Flachmoore;23.078403;0.931314623338257
Flachmoore;23.094208;0.93205317577548
Flachmoore;23.155499;0.932791728212703
Hochmoore;23.16495;0.908396946564885
Flachmoore;23.16753;0.933530280649926
Flachmoore;23.216759;0.934268833087149
Hochmoore;23.22413;0.912213740458015
Flachmoore;23.26619;0.935007385524372
Wald;23.285711;0.961620469083156
Hochmoore;23.294813;0.916030534351145
Flachmoore;23.310902;0.935745937961595
Flachmoore;23.327023;0.936484490398818
Wald;23.405155;0.963752665245203
Flachmoore;23.41521;0.937223042836041
Flachmoore;23.4544;0.937961595273264
Flachmoore;23.464642;0.938700147710487
Flachmoore;23.487053;0.93943870014771
Flachmoore;23.500542;0.940177252584934
Flachmoore;23.506218;0.940915805022157
Wald;23.531172;0.965884861407249
Flachmoore;23.550453;0.94165435745938
Hochmoore;23.691355;0.919847328244275
Flachmoore;23.71458;0.942392909896603
Flachmoore;23.728668;0.943131462333826
Wald;23.739763;0.968017057569296
Flachmoore;23.838505;0.943870014771049
Hochmoore;23.842697;0.923664122137405
Flachmoore;23.873821;0.944608567208272
Hochmoore;23.877235;0.927480916030534
Hochmoore;23.90256;0.931297709923664
Flachmoore;23.92558;0.945347119645495
Flachmoore;23.934044;0.946085672082718
Hochmoore;23.935747;0.935114503816794
Flachmoore;24.01278;0.946824224519941
Flachmoore;24.021477;0.947562776957164
Flachmoore;24.047405;0.948301329394387
Flachmoore;24.067772;0.94903988183161
Hochmoore;24.07211;0.938931297709924
Flachmoore;24.081234;0.949778434268833
Flachmoore;24.087555;0.950516986706056
Hochmoore;24.088137;0.942748091603053
Flachmoore;24.092136;0.951255539143279
Wald;24.14261;0.970149253731343
Hochmoore;24.158892;0.946564885496183
Flachmoore;24.160816;0.951994091580502
Flachmoore;24.22018;0.952732644017725
Flachmoore;24.227291;0.953471196454948
Hochmoore;24.244482;0.950381679389313
Flachmoore;24.337955;0.954209748892171
Flachmoore;24.432106;0.954948301329394
Flachmoore;24.435356;0.955686853766617
Flachmoore;24.643959;0.95642540620384
Flachmoore;24.667194;0.957163958641064
Flachmoore;24.682045;0.957902511078287
Hochmoore;24.735216;0.954198473282443
Flachmoore;24.751892;0.95864106351551
Flachmoore;24.866005;0.959379615952733
Hochmoore;24.935867;0.958015267175573
Flachmoore;24.99041;0.960118168389956
Flachmoore;25.070362;0.960856720827179
Flachmoore;25.10152;0.961595273264402
Flachmoore;25.10176;0.962333825701625
Flachmoore;25.107544;0.963072378138848
Flachmoore;25.134651;0.963810930576071
Flachmoore;25.171043;0.964549483013294
Flachmoore;25.253052;0.965288035450517
Flachmoore;25.308311;0.96602658788774
Hochmoore;25.443432;0.961832061068702
Flachmoore;25.511955;0.966765140324963
Flachmoore;25.519878;0.967503692762186
Flachmoore;25.570526;0.968242245199409
Flachmoore;25.646736;0.968980797636632
Flachmoore;25.662567;0.969719350073855
Flachmoore;25.669003;0.970457902511078
Hochmoore;25.688534;0.965648854961832
Hochmoore;25.722633;0.969465648854962
Flachmoore;25.795467;0.971196454948301
Flachmoore;25.823574;0.971935007385524
Flachmoore;25.851349;0.972673559822747
Flachmoore;25.85707;0.97341211225997
Wald;25.941967;0.97228144989339
Flachmoore;26.079483;0.974150664697193
Flachmoore;26.310863;0.974889217134417
Flachmoore;26.742054;0.97562776957164
Flachmoore;26.750122;0.976366322008863
Flachmoore;26.857014;0.977104874446086
Flachmoore;27.014492;0.977843426883309
Wald;27.121956;0.974413646055437
Hochmoore;27.197853;0.973282442748092
Flachmoore;27.32658;0.978581979320532
Wald;27.454079;0.976545842217484
Flachmoore;27.596668;0.979320531757755
Flachmoore;27.628372;0.980059084194978
Flachmoore;27.668217;0.980797636632201
Flachmoore;27.98367;0.981536189069424
Wald;28.462889;0.978678038379531
Flachmoore;28.469772;0.982274741506647
Flachmoore;28.58125;0.98301329394387
Flachmoore;28.61417;0.983751846381093
Wald;28.695202;0.980810234541578
Flachmoore;28.820454;0.984490398818316
Hochmoore;28.962955;0.977099236641221
Wald;29.02005;0.982942430703625
Flachmoore;29.020142;0.985228951255539
Hochmoore;29.103428;0.980916030534351
Wald;29.179043;0.985074626865672
Wald;29.620037;0.987206823027719
Wald;29.664444;0.989339019189765
Flachmoore;29.70465;0.985967503692762
Hochmoore;29.73135;0.984732824427481
Flachmoore;29.922527;0.986706056129985
Flachmoore;29.945396;0.987444608567208
Flachmoore;30.483974;0.988183161004431
Wald;30.548113;0.991471215351812
Flachmoore;30.751194;0.988921713441654
Flachmoore;30.92012;0.989660265878877
Flachmoore;31.174995;0.9903988183161
Flachmoore;31.368927;0.991137370753324
Flachmoore;31.604122;0.991875923190547
Hochmoore;31.908203;0.988549618320611
Wald;32.096107;0.993603411513859
Hochmoore;32.687096;0.99236641221374
Flachmoore;32.81384;0.99261447562777
Flachmoore;32.849476;0.993353028064993
Flachmoore;32.972347;0.994091580502216
Flachmoore;33.426254;0.994830132939439
Flachmoore;33.574448;0.995568685376662
Wald;34.042656;0.995735607675906
Wald;34.094463;0.997867803837953
Flachmoore;34.910103;0.996307237813885
Flachmoore;34.913223;0.997045790251108
Flachmoore;35.24545;0.997784342688331
Flachmoore;35.725513;0.998522895125554
Hochmoore;36.305912;0.99618320610687
Wald;36.53397;1
Hochmoore;37.337955;1
Flachmoore;38.209408;0.999261447562777
Flachmoore;40;1
