Standort;Standortklasse;Messgrösse;Einheit;Messwert;Jahr
Opfikon_Hamilton-Promenade;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;26.14;2016
Opfikon_Hamilton-Promenade;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;22.71;2019
Opfikon_Dufauxstrasse 54;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;25.42;2016
Opfikon_Dufauxstrasse 54;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;22;2019
Opfikon_Boulevard Lilienthal 51;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;28.34;2016
Opfikon_Boulevard Lilienthal 51;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;24.72;2019
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;15.7;2002
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;17.03;2003
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;14.85;2004
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;15.32;2005
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;16.65;2006
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;14.71;2007
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;15.83;2008
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;15.12;2009
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;14.91;2010
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;14.33;2011
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;13.85;2012
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;13.31;2013
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;12.53;2014
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;13.44;2015
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;12.21;2016
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;12.13;2017
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;11.25;2018
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;11.6;2019
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;9.15;2020
Höri_Pflanzgarten;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;9.05;2021
Illnau-Effretikon_Örmis;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;15.9;2002
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;50;2000
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;48;2001
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;49.1;2002
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;57.59;2003
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;53.67;2004
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;56.28;2005
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;56.93;2006
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;53.39;2007
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;51.65;2008
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;52.95;2009
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;54.56;2010
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;49.94;2011
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;53.67;2012
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;54.49;2013
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;47.83;2014
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;50.78;2015
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;48.69;2016
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;46.96;2017
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;43.19;2018
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;39.55;2019
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;34;2020
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;33.23;2021
Winterthur_Technikumstrasse 79;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;32.71;2022
Winterthur_Sulzerallee 3;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;22.75;2013
Winterthur_Sulzerallee 3;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;19.48;2014
Winterthur_Sulzerallee 3;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;19.83;2015
Winterthur_Sulzerallee 3;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;19.33;2016
Winterthur_Ohrbühlstrasse 93;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;25.48;2013
Winterthur_Ohrbühlstrasse 93;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;22.51;2014
Winterthur_Ohrbühlstrasse 93;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;23.36;2015
Winterthur_Ohrbühlstrasse 93;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;21.42;2016
Winterthur_Ohrbühlstrasse 93;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;16.37;2020
Winterthur_Rümikerstrasse 16;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;22.43;2013
Winterthur_Rümikerstrasse 16;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;19.62;2014
Winterthur_Rümikerstrasse 16;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;20.25;2015
Winterthur_Rümikerstrasse 16;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;20.29;2016
Winterthur_Frauenfelderstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;35.38;2017
Winterthur_Frauenfelderstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;32.83;2018
Winterthur_Frauenfelderstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;28.69;2019
Winterthur_Frauenfelderstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;28.19;2020
Winterthur_Lindstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;31.19;2017
Winterthur_Neuwiesenstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;43.44;2017
Winterthur_Neuwiesenstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;41.09;2018
Winterthur_Neuwiesenstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;34.85;2019
Winterthur_Neuwiesenstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;34.56;2020
Winterthur_Neuwiesenstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;33.24;2021
Winterthur_Neuwiesenstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;32.48;2022
Winterthur_Zürcherstrasse;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;37.05;2017
Winterthur_St. Gallerstrasse 2;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;36.54;2017
Winterthur_Mühlestrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;16.46;2017
Winterthur_Metzggasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;19.99;2017
Winterthur_Metzggasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;18.87;2018
Winterthur_Metzggasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;20.8;2019
Turbenthal_Tablat;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;5.73;2019
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;26.9;2002
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;31.23;2003
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;28.56;2004
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;28.85;2005
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;30.76;2006
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;28.04;2007
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;28.38;2008
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;28.03;2009
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;29.23;2010
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;25.11;2011
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;25.42;2012
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;27.31;2013
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;24.18;2014
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;25.95;2015
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;24.07;2016
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;22.88;2017
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;21.74;2018
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;22.97;2019
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;17.06;2020
Uster_Stadthaus;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;16.76;2022
Wetzikon_Hans Georg Nägelistrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;17.68;2015
Wetzikon_Robenhuserriet;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;10.72;2019
Wettswil_Eichholzkamin;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;14.93;2007
Wettswil_Eichholzkamin;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;15.9;2008
Wettswil_Eichholzkamin;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;15.35;2009
Wettswil_Eichholzkamin;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;16.39;2010
Wettswil_Eichholzkamin;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;14.82;2011
Wettswil_Eichholzkamin;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;14.4;2012
Mettmenstetten_Sunneggstrasse 12;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;16.27;2007
Mettmenstetten_Sunneggstrasse 12;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;17.5;2008
Mettmenstetten_Sunneggstrasse 12;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;18.28;2009
Knonau_Ägelsee;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;9.46;2019
Knonau_Ägelsee;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;9.25;2021
Knonau_Ägelsee;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;8.83;2022
Bachtel_Sennenberg;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;5.11;2014
Bachtel_Sennenberg;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;4.93;2015
Bachtel_Sennenberg;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;4.35;2017
Bachtel_Sennenberg;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;5.25;2019
Bachtel_Sennenberg;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;3.28;2020
Bachtel/Wald;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;7.15;2000
Bachtel/Wald;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;7.3;2002
Bachtel/Wald;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;6.89;2003
Bachtel/Wald;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;6;2004
Bachtel/Wald;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;5.93;2005
Bachtel/Wald;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;6.16;2006
Bachtel/Wald;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;5.99;2007
Bachtel/Wald;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;7.57;2008
Bachtel/Wald;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;5.95;2009
Kloten_Feld;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;16.7;2021
Kloten_Feld;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;16.37;2022
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;38.92;2002
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;38.52;2004
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;43.29;2006
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;44.56;2008
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;42.1;2009
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;45.7;2010
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;41.59;2011
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;42.4;2012
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;48.29;2013
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;41.13;2014
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;39.89;2015
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;40.25;2016
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;38.07;2017
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;33.53;2018
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;33.43;2019
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;26.87;2020
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;26.95;2021
Opfikon_Balsberg;städtisch / verkehrsbelastet;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;26.32;2022
Opfikon_Glattpark;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;25.35;2019
Opfikon_Glattpark;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;19.19;2022
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;14.69;2000
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;13.44;2001
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;14.51;2002
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;16.27;2003
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;14.61;2004
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;14.7;2005
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;15.53;2006
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;13.46;2007
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;14.1;2008
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;14.62;2009
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;14.18;2010
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;12.84;2011
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;12.39;2012
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;13.75;2013
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;12.1;2014
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;12.95;2015
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;11.91;2016
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;11.32;2017
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;12.03;2018
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;11.13;2019
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;9.88;2020
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;9.17;2021
Tänikon_NABEL;ländlich / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;9.55;2022
Wetzikon_Turnhallenstrasse;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;19.14;2015
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;32.62;2000
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;32.84;2001
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;29.57;2002
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Stickstoffdioxid Jahresmittel (NO2, µg/m3);µg/m3;34.05;2003
