year;pollutant;concentration;population;population_cum;population_cum_rel;source
2022;PM10;8.299999999999999;121;241;1.521405096517687e-4;BAFU & BFS
2022;PM10;8.5;167;408;2.5756567609096107e-4;BAFU & BFS
2022;PM10;8.7;224;632;3.9897428257227305e-4;BAFU & BFS
2022;PM10;8.9;310;942;5.946736933276601e-4;BAFU & BFS
2022;PM10;9.1;336;1278;8.067866030496281e-4;BAFU & BFS
2022;PM10;9.299999999999999;611;1889;0.0011925038287642783;BAFU & BFS
2022;PM10;9.5;1093;2982;0.0018825020737824657;BAFU & BFS
2022;PM10;9.7;1191;4173;0.002634366584136227;BAFU & BFS
2022;PM10;9.9;1055;5228;0.0033003758691263346;BAFU & BFS
2022;PM10;10.1;1738;6966;0.004397555146200086;BAFU & BFS
2022;PM10;10.299999999999999;3220;10186;0.006430303864368945;BAFU & BFS
2022;PM10;10.5;6184;16370;0.010334191464728021;BAFU & BFS
2022;PM10;10.7;8927;25297;0.015969703206061378;BAFU & BFS
2022;PM10;10.9;14626;39923;0.0252029276631849;BAFU & BFS
2022;PM10;11.1;23044;62967;0.03975033805494987;BAFU & BFS
2022;PM10;11.299999999999999;31547;94514;0.05966559389720857;BAFU & BFS
2022;PM10;11.5;42797;137311;0.08668284448462245;BAFU & BFS
2022;PM10;11.7;55767;193078;0.121887905902673;BAFU & BFS
2022;PM10;11.9;58090;251168;0.15855945032454538;BAFU & BFS
2022;PM10;12.1;69594;320762;0.202493336750708;BAFU & BFS
2022;PM10;12.299999999999999;90154;410916;0.2594065131289053;BAFU & BFS
2022;PM10;12.5;100609;511525;0.3229198099569335;BAFU & BFS
2022;PM10;12.7;117453;628978;0.3970665289616189;BAFU & BFS
2022;PM10;12.9;118982;747960;0.47217848796322365;BAFU & BFS
2022;PM10;13.1;118884;866844;0.5472285806994929;BAFU & BFS
2022;PM10;13.299999999999999;126339;993183;0.6269849286202182;BAFU & BFS
2022;PM10;13.5;109391;1102574;0.6960422003684199;BAFU & BFS
2022;PM10;13.7;90609;1193183;0.7532426129785325;BAFU & BFS
2022;PM10;13.9;81000;1274183;0.8043769751436497;BAFU & BFS
2022;PM10;14.1;73670;1347853;0.8508839931770348;BAFU & BFS
2022;PM10;14.299999999999999;50309;1398162;0.8826434823889469;BAFU & BFS
2022;PM10;14.5;40668;1438830;0.9083167199263665;BAFU & BFS
2022;PM10;14.7;42288;1481118;0.9350126447070884;BAFU & BFS
2022;PM10;14.9;27331;1508449;0.9522663885630739;BAFU & BFS
2022;PM10;15.1;24018;1532467;0.9674286738776638;BAFU & BFS
2022;PM10;15.299999999999999;15210;1547677;0.9770305707731137;BAFU & BFS
2022;PM10;15.5;10919;1558596;0.9839236090506559;BAFU & BFS
2022;PM10;15.7;6174;1564770;0.9878211837667971;BAFU & BFS
2022;PM10;15.9;5093;1569863;0.9910363356989815;BAFU & BFS
2022;PM10;16.1;2867;1572730;0.9928462396042579;BAFU & BFS
2022;PM10;16.3;2173;1574903;0.994218029344811;BAFU & BFS
2022;PM10;16.5;2396;1577299;0.9957305964034237;BAFU & BFS
2022;PM10;16.700000000000003;1049;1578348;0.9963928179578829;BAFU & BFS
2022;PM10;16.900000000000002;794;1579142;0.9968940609647855;BAFU & BFS
2022;PM10;17.1;874;1580016;0.9974458070454313;BAFU & BFS
2022;PM10;17.3;636;1580652;0.9978473064816907;BAFU & BFS
2022;PM10;17.5;301;1580953;0.99803732429665;BAFU & BFS
2022;PM10;17.700000000000003;756;1581709;0.9985145783435244;BAFU & BFS
2022;PM10;17.900000000000002;741;1582450;0.998982363064072;BAFU & BFS
2022;PM10;18.1;370;1582820;0.9992159397801349;BAFU & BFS
2022;PM10;18.3;420;1583240;0.9994810809172874;BAFU & BFS
2022;PM10;18.5;93;1583333;0.9995397907405139;BAFU & BFS
2022;PM10;18.700000000000003;265;1583598;0.9997070821722888;BAFU & BFS
2022;PM10;18.900000000000002;129;1583727;0.9997885183786999;BAFU & BFS
2022;PM10;19.1;12;1583739;0.9997960938397613;BAFU & BFS
2022;PM10;19.3;3;1583742;0.9997979877050267;BAFU & BFS
2022;PM10;19.5;112;1583854;0.9998686920082673;BAFU & BFS
2022;PM10;19.700000000000003;7;1583861;0.9998731110272199;BAFU & BFS
2022;PM10;19.900000000000002;154;1584015;0.9999703294441757;BAFU & BFS
2022;PM10;20.1;25;1584040;0.9999861116547206;BAFU & BFS
2022;PM10;20.3;4;1584044;0.9999886368084078;BAFU & BFS
2022;PM10;20.900000000000002;18;1584062;1;BAFU & BFS
2022;PM2.5;5.699999999999999;3;3;1.893865265374714e-6;BAFU & BFS
2022;PM2.5;5.8999999999999995;12;15;9.469326326873569e-6;BAFU & BFS
2022;PM2.5;6.1;26;41;2.5882825293454423e-5;BAFU & BFS
2022;PM2.5;6.3;59;100;6.312884217915712e-5;BAFU & BFS
2022;PM2.5;6.5;176;276;1.7423560441447367e-4;BAFU & BFS
2022;PM2.5;6.699999999999999;252;528;3.3332028670594963e-4;BAFU & BFS
2022;PM2.5;6.8999999999999995;479;1007;6.357074407441123e-4;BAFU & BFS
2022;PM2.5;7.1;1035;2042;0.0012890909572983887;BAFU & BFS
2022;PM2.5;7.3;1636;3678;0.0023218788153493994;BAFU & BFS
2022;PM2.5;7.5;3247;6925;0.004371672320906631;BAFU & BFS
2022;PM2.5;7.699999999999999;6358;13283;0.00838540410665744;BAFU & BFS
2022;PM2.5;7.8999999999999995;17068;30351;0.01916023488979598;BAFU & BFS
2022;PM2.5;8.1;48892;79243;0.05002518840802948;BAFU & BFS
2022;PM2.5;8.299999999999999;88513;167756;0.10590242048606684;BAFU & BFS
2022;PM2.5;8.5;127493;295249;0.18638727524553964;BAFU & BFS
2022;PM2.5;8.7;181714;476963;0.3011012195229732;BAFU & BFS
2022;PM2.5;8.9;218943;695906;0.4393174004552852;BAFU & BFS
2022;PM2.5;9.1;247628;943534;0.5956420897666884;BAFU & BFS
2022;PM2.5;9.299999999999999;204712;1148246;0.7248744051684846;BAFU & BFS
2022;PM2.5;9.5;151836;1300082;0.8207267139796296;BAFU & BFS
2022;PM2.5;9.7;123716;1423798;0.8988271923699956;BAFU & BFS
2022;PM2.5;9.9;84044;1507842;0.9518831964910465;BAFU & BFS
2022;PM2.5;10.1;41298;1549140;0.9779541457341947;BAFU & BFS
2022;PM2.5;10.299999999999999;16565;1565705;0.9884114384411721;BAFU & BFS
2022;PM2.5;10.5;7394;1573099;0.993079185031899;BAFU & BFS
2022;PM2.5;10.7;4278;1577377;0.9957798369003233;BAFU & BFS
2022;PM2.5;10.9;2350;1579727;0.9972633646915335;BAFU & BFS
2022;PM2.5;11.1;1308;1581035;0.9980890899472369;BAFU & BFS
2022;PM2.5;11.299999999999999;666;1581701;0.9985095280361501;BAFU & BFS
2022;PM2.5;11.5;1123;1582824;0.999218464933822;BAFU & BFS
2022;PM2.5;11.7;573;1583397;0.9995801931995086;BAFU & BFS
2022;PM2.5;11.9;228;1583625;0.999724126959677;BAFU & BFS
2022;PM2.5;12.1;224;1583849;0.9998655355661584;BAFU & BFS
2022;PM2.5;12.299999999999999;16;1583865;0.999875636180907;BAFU & BFS
2022;PM2.5;12.5;179;1584044;0.9999886368084078;BAFU & BFS
2022;PM2.5;12.9;18;1584062;1;BAFU & BFS
2023;NO2;4.5;45;45;2.7957968611277997e-5;BAFU & BFS
2023;NO2;5.5;451;496;3.081589429154197e-4;BAFU & BFS
2023;NO2;6.5;2564;3060;0.0019011418655669038;BAFU & BFS
2023;NO2;7.5;7520;10580;0.006573229064607138;BAFU & BFS
2023;NO2;8.5;42028;52608;0.03268472917115806;BAFU & BFS
2023;NO2;9.5;96887;149495;0.0928794781676223;BAFU & BFS
2023;NO2;10.5;165380;314875;0.19562811925502577;BAFU & BFS
2023;NO2;11.5;314833;629708;0.39123014440601434;BAFU & BFS
2023;NO2;12.5;263681;893389;0.5550520359924676;BAFU & BFS
2023;NO2;13.5;221317;1114706;0.6925536746400722;BAFU & BFS
2023;NO2;14.5;177804;1292510;0.8030212002169539;BAFU & BFS
2023;NO2;15.5;124443;1416953;0.880336166614582;BAFU & BFS
2023;NO2;16.5;83176;1500129;0.9320124332192855;BAFU & BFS
2023;NO2;17.5;47764;1547893;0.9616876423914874;BAFU & BFS
2023;NO2;18.5;23920;1571813;0.97654885592886;BAFU & BFS
2023;NO2;19.5;12995;1584808;0.9846224959756057;BAFU & BFS
2023;NO2;20.5;8381;1593189;0.9898295123074085;BAFU & BFS
2023;NO2;21.5;4619;1597808;0.9926992424633083;BAFU & BFS
2023;NO2;22.5;3409;1601217;0.9948172139076604;BAFU & BFS
2023;NO2;23.5;2039;1603256;0.996084020529847;BAFU & BFS
2023;NO2;24.5;1252;1604508;0.9968618733454319;BAFU & BFS
2023;NO2;25.5;1396;1605904;0.9977291916605728;BAFU & BFS
2023;NO2;26.5;840;1606744;0.9982510737413167;BAFU & BFS
2023;NO2;27.5;807;1607551;0.9987524533117457;BAFU & BFS
2023;NO2;28.5;563;1608114;0.9991022385634823;BAFU & BFS
2023;NO2;29.5;692;1608806;0.9995321699919046;BAFU & BFS
2023;NO2;30.5;128;1608934;0.9996116948803989;BAFU & BFS
2023;NO2;31.5;301;1609235;0.9997987026259988;BAFU & BFS
2023;NO2;32.5;122;1609357;0.9998744997853449;BAFU & BFS
2023;NO2;33.5;31;1609388;0.9998937597192772;BAFU & BFS
2023;NO2;34.5;39;1609427;0.9999179899587403;BAFU & BFS
2023;NO2;35.5;81;1609508;0.9999683143022405;BAFU & BFS
2023;NO2;36.5;14;1609522;0.9999770123369196;BAFU & BFS
2023;NO2;38.5;18;1609540;0.9999881955243641;BAFU & BFS
2023;NO2;40.5;16;1609556;0.9999981361354259;BAFU & BFS
2023;NO2;42.5;3;1609559;1;BAFU & BFS
2023;O3_max_98p_m1;143.5;11;11;6.834170104979066e-6;BAFU & BFS
2023;O3_max_98p_m1;144;110;121;7.517587115476972e-5;BAFU & BFS
2023;O3_max_98p_m1;144.5;55;176;1.0934672167966505e-4;BAFU & BFS
2023;O3_max_98p_m1;145;758;934;5.802831707318589e-4;BAFU & BFS
2023;O3_max_98p_m1;145.5;324;1258;7.815805447330605e-4;BAFU & BFS
2023;O3_max_98p_m1;146;7474;8732;0.0054250884869706546;BAFU & BFS
2023;O3_max_98p_m1;146.5;1336;10068;0.006255129510629931;BAFU & BFS
2023;O3_max_98p_m1;147;19277;29345;0.01823170197551006;BAFU & BFS
2023;O3_max_98p_m1;147.5;4031;33376;0.02073611467488921;BAFU & BFS
2023;O3_max_98p_m1;148;80804;114180;0.0709386856896827;BAFU & BFS
2023;O3_max_98p_m1;148.5;9964;124144;0.077129201228411;BAFU & BFS
2023;O3_max_98p_m1;149;284503;408647;0.2538875555353982;BAFU & BFS
2023;O3_max_98p_m1;149.5;19854;428501;0.26622261128669406;BAFU & BFS
2023;O3_max_98p_m1;150;612561;1041062;0.6467995270754288;BAFU & BFS
2023;O3_max_98p_m1;150.5;34722;1075784;0.6683718956558908;BAFU & BFS
2023;O3_max_98p_m1;151;524924;1600708;0.9945009782182573;BAFU & BFS
2023;O3_max_98p_m1;151.5;3224;1603932;0.9965040113472076;BAFU & BFS
2023;O3_max_98p_m1;152;5627;1609559;1;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;70.5;3;3;1.8638645740851997e-6;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;72;16;19;1.1804475635872931e-5;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;73.5;18;37;2.298766308038413e-5;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;74.5;3;40;2.485152765446933e-5;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;75;11;51;3.16856977594484e-5;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;75.5;4;55;3.417085052489533e-5;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;76;116;171;1.0624028072285639e-4;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;76.5;3;174;1.0810414529694159e-4;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;77;3;177;1.0996800987102678e-4;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;77.5;85;262;1.627775061367741e-4;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;78;62;324;2.0129737400120158e-4;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;78.5;178;502;3.118866720635901e-4;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;79;127;629;3.907902723665302e-4;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;79.5;190;819;5.088350287252595e-4;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;80;521;1340;8.325261764247226e-4;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;80.5;296;1636;0.0010164274810677955;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;81;598;2234;0.001387957819502112;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;81.5;581;2815;0.001748926258683279;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;82;580;3395;0.0021092734096730846;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;82.5;936;4331;0.002690799156787667;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;83;724;5055;0.0031406118073335617;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;83.5;894;5949;0.003696043450410951;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;84;1490;7439;0.004621762855539934;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;84.5;1209;8648;0.005372900278896269;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;85;2693;11341;0.0070460293782334165;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;85.5;2411;13752;0.008543955207606556;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;86;3804;17556;0.010907335487546589;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;86.5;6594;24150;0.015004109821385858;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;87;6619;30769;0.01911641636000917;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;87.5;10170;40939;0.025434917266157996;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;88;20026;60965;0.03787683458636807;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;88.5;29200;90165;0.05601844977413068;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;89;40655;130820;0.08127692119394195;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;89.5;66835;197655;0.12280071746360338;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;90;66898;264553;0.16436365488932062;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;90.5;107047;371600;0.23087069191002008;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;91;140289;511889;0.31803059098796627;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;91.5;99926;611815;0.3801134347979788;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;92;183266;795081;0.49397443647607825;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;92.5;216934;1012015;0.6287529689809445;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;93;130242;1142257;0.7096707856002793;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;93.5;211552;1353809;0.8411055450592367;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;94;118308;1472117;0.9146089084028607;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;94.5;35277;1507394;0.9365260919295285;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;95;64619;1572013;0.9766731135671324;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;95.5;28864;1600877;0.9946059759225975;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;96;5745;1606622;0.9981752765819706;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;96.5;831;1607453;0.9986915670689922;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;97;1754;1609207;0.9997813065566407;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;97.5;310;1609517;0.9999739058959628;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;98;13;1609530;0.9999819826424505;BAFU & BFS
2023;O3_peakseason_mean_d1_max_mean_h8gl;98.5;29;1609559;1;BAFU & BFS
2023;PM10;6.3;6;6;3.727736096165651e-6;BAFU & BFS
2023;PM10;6.5;10;16;9.940629589775069e-6;BAFU & BFS
2023;PM10;6.699999999999999;17;33;2.050254852891108e-5;BAFU & BFS
2023;PM10;6.8999999999999995;56;89;5.529475209312382e-5;BAFU & BFS
2023;PM10;7.1;84;173;1.0748305743944293e-4;BAFU & BFS
2023;PM10;7.3;98;271;1.6836941367681522e-4;BAFU & BFS
2023;PM10;7.5;289;560;3.479220356421274e-4;BAFU & BFS
2023;PM10;7.699999999999999;295;855;5.312023937036052e-4;BAFU & BFS
2023;PM10;7.8999999999999995;464;1319;8.194806518070822e-4;BAFU & BFS
2023;PM10;8.1;768;2087;0.0012966308721162854;BAFU & BFS
2023;PM10;8.299999999999999;1222;3309;0.0020558464570353562;BAFU & BFS
2023;PM10;8.5;1305;4614;0.0028666290579513853;BAFU & BFS
2023;PM10;8.7;1700;6314;0.003922820951864987;BAFU & BFS
2023;PM10;8.9;2900;9214;0.005724560065011717;BAFU & BFS
2023;PM10;9.1;8187;17401;0.010811055968229748;BAFU & BFS
2023;PM10;9.299999999999999;10286;27687;0.017201638215756394;BAFU & BFS
2023;PM10;9.5;19106;46793;0.02907199252464655;BAFU & BFS
2023;PM10;9.7;26108;72901;0.045292614857762016;BAFU & BFS
2023;PM10;9.9;45426;118327;0.07351530484183216;BAFU & BFS
2023;PM10;10.1;66611;184938;0.11490000969211385;BAFU & BFS
2023;PM10;10.299999999999999;74028;258966;0.16089281764660565;BAFU & BFS
2023;PM10;10.5;89629;348595;0.2165783607404775;BAFU & BFS
2023;PM10;10.7;115443;464038;0.2883018670987527;BAFU & BFS
2023;PM10;10.9;133755;597793;0.3714024240225255;BAFU & BFS
2023;PM10;11.1;153915;751708;0.46702817422941484;BAFU & BFS
2023;PM10;11.299999999999999;147866;899574;0.5588957451620198;BAFU & BFS
2023;PM10;11.5;144821;1044395;0.6488714900258208;BAFU & BFS
2023;PM10;11.7;130652;1175047;0.7300441860985265;BAFU & BFS
2023;PM10;11.9;96936;1271983;0.7902694904681788;BAFU & BFS
2023;PM10;12.1;91990;1363973;0.8474218977158918;BAFU & BFS
2023;PM10;12.299999999999999;59880;1423853;0.884624703955625;BAFU & BFS
2023;PM10;12.5;49683;1473536;0.9154922226999247;BAFU & BFS
2023;PM10;12.7;44213;1517749;0.94296128870322;BAFU & BFS
2023;PM10;12.9;32304;1550053;0.9630314198449759;BAFU & BFS
2023;PM10;13.1;19822;1569875;0.9753466173280084;BAFU & BFS
2023;PM10;13.299999999999999;12704;1582579;0.9832394772222899;BAFU & BFS
2023;PM10;13.5;8265;1590844;0.9883744336947581;BAFU & BFS
2023;PM10;13.7;4968;1595812;0.9914609991823832;BAFU & BFS
2023;PM10;13.9;3285;1599097;0.9935019346950339;BAFU & BFS
2023;PM10;14.1;2738;1601835;0.9952030249335841;BAFU & BFS
2023;PM10;14.299999999999999;1798;1603633;0.9963201031837351;BAFU & BFS
2023;PM10;14.5;796;1604429;0.9968146495058264;BAFU & BFS
2023;PM10;14.7;1149;1605578;0.9975285109682421;BAFU & BFS
2023;PM10;14.9;582;1606160;0.9978901013695702;BAFU & BFS
2023;PM10;15.1;653;1606813;0.9982958033147029;BAFU & BFS
2023;PM10;15.299999999999999;626;1607439;0.9986847304474029;BAFU & BFS
2023;PM10;15.5;575;1608014;0.9990419718232855;BAFU & BFS
2023;PM10;15.7;612;1608626;0.9994222009050944;BAFU & BFS
2023;PM10;15.9;237;1608863;0.9995694464808929;BAFU & BFS
2023;PM10;16.1;225;1609088;0.9997092365844991;BAFU & BFS
2023;PM10;16.3;140;1609228;0.9997962170934096;BAFU & BFS
2023;PM10;16.5;111;1609339;0.9998651802111886;BAFU & BFS
2023;PM10;16.700000000000003;3;1609342;0.9998670440792368;BAFU & BFS
2023;PM10;16.900000000000002;6;1609348;0.9998707718153329;BAFU & BFS
2023;PM10;17.1;185;1609533;0.9999857103449648;BAFU & BFS
2023;PM10;17.3;4;1609537;0.9999881955023622;BAFU & BFS
2023;PM10;17.900000000000002;19;1609556;1;BAFU & BFS
2023;PM2.5;4.8999999999999995;3;3;1.8638680480828254e-6;BAFU & BFS
2023;PM2.5;5.1;14;17;1.056191893913601e-5;BAFU & BFS
2023;PM2.5;5.3;31;48;2.9821888769325207e-5;BAFU & BFS
2023;PM2.5;5.5;164;212;1.3171334206451966e-4;BAFU & BFS
2023;PM2.5;5.699999999999999;205;417;2.590776586835127e-4;BAFU & BFS
2023;PM2.5;5.8999999999999995;528;945;5.8711843514609e-4;BAFU & BFS
2023;PM2.5;6.1;1464;2409;0.0014966860426105088;BAFU & BFS
2023;PM2.5;6.3;2476;4885;0.0030349984716282006;BAFU & BFS
2023;PM2.5;6.5;13560;18445;0.01145968204896257;BAFU & BFS
2023;PM2.5;6.699999999999999;34765;53210;0.033058806279495714;BAFU & BFS
2023;PM2.5;6.8999999999999995;93768;146978;0.0913158659903725;BAFU & BFS
2023;PM2.5;7.1;197076;344054;0.21375708580502947;BAFU & BFS
2023;PM2.5;7.3;201013;545067;0.33864432178812043;BAFU & BFS
2023;PM2.5;7.5;312567;857634;0.532838869849822;BAFU & BFS
2023;PM2.5;7.699999999999999;238406;1096040;0.6809579784735666;BAFU & BFS
2023;PM2.5;7.8999999999999995;208645;1304685;0.8105868947709803;BAFU & BFS
2023;PM2.5;8.1;150840;1455525;0.9043021802285848;BAFU & BFS
2023;PM2.5;8.299999999999999;93131;1548656;0.9621634786239186;BAFU & BFS
2023;PM2.5;8.5;37307;1585963;0.9853419203805273;BAFU & BFS
2023;PM2.5;8.7;11382;1597345;0.9924134357549536;BAFU & BFS
2023;PM2.5;8.9;5015;1602360;0.9955292018419987;BAFU & BFS
2023;PM2.5;9.1;2223;1604583;0.9969103280656281;BAFU & BFS
2023;PM2.5;9.299999999999999;1954;1606537;0.9981243274542794;BAFU & BFS
2023;PM2.5;9.5;1035;1607572;0.9987673619308679;BAFU & BFS
2023;PM2.5;9.7;797;1608369;0.9992625295423085;BAFU & BFS
2023;PM2.5;9.9;747;1609116;0.9997266326862811;BAFU & BFS
2023;PM2.5;10.1;233;1609349;0.9998713931046823;BAFU & BFS
2023;PM2.5;10.299999999999999;184;1609533;0.9999857103449648;BAFU & BFS
2023;PM2.5;10.5;4;1609537;0.9999881955023622;BAFU & BFS
2023;PM2.5;10.7;19;1609556;1;BAFU & BFS
